meeting_id,account_id,deal_id,organizer_id,title,meeting_type,scheduled_start,scheduled_end,duration_minutes,location,status,agenda,summary,key_points,next_steps,outcome,attendee_contact_ids,attendee_user_ids
MTG-6121,ACC-1023,DL-4162,USR-3006,Echelon Labs / Intellia Renewal Review,Renewal Review,2026-06-27 08:00:00,2026-06-27 09:00:00,60,Google Meet,Completed,Confirm the security review timeline and owners,Champion is willing to socialize the business case internally. Send the mutual action plan by end of week.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally""]","[""Schedule the executive alignment call"", ""Send the mutual action plan by end of week""]",Held,"[""CNT-2103"", ""CNT-2099""]","[""USR-3006""]"
MTG-6122,ACC-1023,DL-4042,USR-3006,Echelon Labs / Intellia Technical Validation,Technical Validation,2026-08-15 12:30:00,2026-08-15 13:15:00,45,Google Meet,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2102"", ""CNT-2100""]","[""USR-3006""]"
MTG-6123,ACC-1023,DL-4042,USR-3006,Echelon Labs / Intellia Internal Sync,Internal Sync,2026-09-06 17:30:00,2026-09-06 18:15:00,45,Microsoft Teams,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2103""]","[""USR-3006""]"
MTG-6124,ACC-1023,DL-4162,USR-3006,Echelon Labs / Intellia Negotiation,Negotiation,2026-05-26 12:30:00,2026-05-26 13:15:00,45,Google Meet,Completed,Confirm the security review timeline and owners,Champion is willing to socialize the business case internally. Circulate pilot success criteria for sign-off.,"[""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Schedule the executive alignment call"", ""Confirm the security questionnaire owner""]",Held,"[""CNT-2099"", ""CNT-2100""]","[""USR-3006""]"
MTG-6125,ACC-1023,DL-4102,USR-3006,Echelon Labs / Intellia QBR,QBR,2026-06-20 13:30:00,2026-06-20 14:15:00,45,Microsoft Teams,Completed,Review the pilot results and agree next steps,Competitive evaluation is down to two vendors. Send the mutual action plan by end of week.,"[""Champion is willing to socialize the business case internally"", ""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Circulate pilot success criteria for sign-off"", ""Send the mutual action plan by end of week""]",Held,"[""CNT-2100"", ""CNT-2102""]","[""USR-3006""]"
MTG-6126,ACC-1023,DL-4042,USR-3006,Echelon Labs / Intellia Renewal Review,Renewal Review,2026-05-10 12:30:00,2026-05-10 13:30:00,60,Zoom,Completed,Confirm the security review timeline and owners,Budget is committed but the timing sits behind a leadership review. Send the mutual action plan by end of week.,"[""Security review is the critical path item"", ""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally""]","[""Schedule the executive alignment call"", ""Get procurement paperwork started""]",No decision,"[""CNT-2103"", ""CNT-2101""]","[""USR-3006""]"
MTG-6127,ACC-1024,DL-4103,USR-3007,Zenith Retail / Intellia Internal Sync,Internal Sync,2026-05-02 10:30:00,2026-05-02 11:15:00,45,Google Meet,Completed,Technical deep dive on forecast accuracy,Competitive evaluation is down to two vendors. Share the ROI model with finance.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review""]","[""Schedule the executive alignment call"", ""Share the ROI model with finance""]",Advanced,"[""CNT-2107""]","[""USR-3007""]"
MTG-6128,ACC-1024,DL-4043,USR-3007,Zenith Retail / Intellia Internal Sync,Internal Sync,2026-05-14 14:00:00,2026-05-14 14:30:00,30,Zoom,Completed,Review the pilot results and agree next steps,The data team wants incremental sync rather than full refresh. Schedule the executive alignment call.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Held,"[""CNT-2104"", ""CNT-2107""]","[""USR-3007""]"
MTG-6129,ACC-1024,DL-4163,USR-3007,Zenith Retail / Intellia Negotiation,Negotiation,2026-07-05 17:30:00,2026-07-05 18:30:00,60,Microsoft Teams,Completed,Align business outcome goals with the executive sponsor,The data team wants incremental sync rather than full refresh. Confirm the security questionnaire owner.,"[""Competitive evaluation is down to two vendors"", ""Procurement requires an executive sponsor before paperwork moves"", ""Security review is the critical path item""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2106""]","[""USR-3007""]"
MTG-6130,ACC-1024,DL-4103,USR-3009,Zenith Retail / Intellia Demo,Demo,2026-07-04 11:30:00,2026-07-04 12:15:00,45,Zoom,Completed,Confirm the security review timeline and owners,The data team wants incremental sync rather than full refresh. Circulate pilot success criteria for sign-off.,"[""Security review is the critical path item"", ""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2106""]","[""USR-3009""]"
MTG-6131,ACC-1024,DL-4103,USR-3007,Zenith Retail / Intellia Internal Sync,Internal Sync,2026-06-21 17:00:00,2026-06-21 17:45:00,45,Google Meet,Completed,"Renewal scope, timing and expansion options",Champion is willing to socialize the business case internally. Send the mutual action plan by end of week.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Security review is the critical path item"", ""Budget is committed but the timing sits behind a leadership review""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2104"", ""CNT-2107""]","[""USR-3007""]"
MTG-6132,ACC-1025,DL-4104,USR-3009,Kinetix Robotics / Intellia QBR,QBR,2026-09-26 09:30:00,2026-09-26 10:30:00,60,Zoom,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2111"", ""CNT-2112""]","[""USR-3009""]"
MTG-6133,ACC-1025,DL-4044,USR-3009,Kinetix Robotics / Intellia Renewal Review,Renewal Review,2026-06-25 12:00:00,2026-06-25 12:30:00,30,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Budget is committed but the timing sits behind a leadership review. Share the ROI model with finance.,"[""Competitive evaluation is down to two vendors"", ""Budget is committed but the timing sits behind a leadership review"", ""Champion is willing to socialize the business case internally""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",No decision,"[""CNT-2110"", ""CNT-2112"", ""CNT-2108""]","[""USR-3009""]"
MTG-6134,ACC-1025,DL-4044,USR-3009,Kinetix Robotics / Intellia QBR,QBR,2026-05-31 16:00:00,2026-05-31 16:30:00,30,Google Meet,Completed,Quarterly business review and adoption update,The data team wants incremental sync rather than full refresh. Share the ROI model with finance.,"[""Security review is the critical path item"", ""Competitive evaluation is down to two vendors"", ""The data team wants incremental sync rather than full refresh""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2110"", ""CNT-2111"", ""CNT-2109""]","[""USR-3009""]"
MTG-6135,ACC-1025,DL-4044,USR-3009,Kinetix Robotics / Intellia Negotiation,Negotiation,2026-06-19 13:00:00,2026-06-19 13:45:00,45,Zoom,Completed,Technical deep dive on forecast accuracy,Budget is committed but the timing sits behind a leadership review. Confirm the security questionnaire owner.,"[""Security review is the critical path item"", ""Champion is willing to socialize the business case internally"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Get procurement paperwork started"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2110"", ""CNT-2112""]","[""USR-3009""]"
MTG-6136,ACC-1026,DL-4165,USR-3010,Optima Insurance / Intellia Discovery,Discovery,2026-08-23 08:00:00,2026-08-23 08:30:00,30,Microsoft Teams,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2115""]","[""USR-3010""]"
MTG-6137,ACC-1026,DL-4165,USR-3010,Optima Insurance / Intellia Internal Sync,Internal Sync,2026-08-15 09:30:00,2026-08-15 10:15:00,45,Zoom,Scheduled,Technical deep dive on forecast accuracy,,[],[],,"[""CNT-2114"", ""CNT-2116"", ""CNT-2113""]","[""USR-3010""]"
MTG-6138,ACC-1026,DL-4105,USR-3010,Optima Insurance / Intellia Negotiation,Negotiation,2026-06-02 16:30:00,2026-06-02 17:30:00,60,Zoom,Completed,"Walk through pricing, packaging and the ramp plan",The data team wants incremental sync rather than full refresh. Confirm the security questionnaire owner.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Security review is the critical path item"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",No decision,"[""CNT-2115"", ""CNT-2118"", ""CNT-2116""]","[""USR-3010""]"
MTG-6139,ACC-1026,DL-4045,USR-3010,Optima Insurance / Intellia QBR,QBR,2026-07-03 15:30:00,2026-07-03 16:15:00,45,Google Meet,Completed,Validate the data connector and custom signal mapping,Adoption is concentrated in two teams; the rest of the org has not onboarded. Circulate pilot success criteria for sign-off.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2115""]","[""USR-3010""]"
MTG-6140,ACC-1026,DL-4105,USR-3011,Optima Insurance / Intellia Executive Briefing,Executive Briefing,2026-05-12 10:30:00,2026-05-12 11:30:00,60,Google Meet,Completed,Align business outcome goals with the executive sponsor,Security review is the critical path item. Get procurement paperwork started.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Schedule the executive alignment call"", ""Circulate pilot success criteria for sign-off""]",No decision,"[""CNT-2116"", ""CNT-2114""]","[""USR-3011""]"
MTG-6141,ACC-1026,DL-4045,USR-3010,Optima Insurance / Intellia Discovery,Discovery,2026-08-30 16:30:00,2026-08-30 17:00:00,30,Zoom,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2114"", ""CNT-2115""]","[""USR-3010""]"
MTG-6142,ACC-1027,DL-4166,USR-3011,Veritas Data / Intellia Internal Sync,Internal Sync,2026-09-21 14:00:00,2026-09-21 15:00:00,60,Zoom,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2120"", ""CNT-2121""]","[""USR-3011""]"
MTG-6143,ACC-1027,DL-4166,USR-3011,Veritas Data / Intellia QBR,QBR,2026-04-16 14:30:00,2026-04-16 15:00:00,30,Zoom,Completed,Validate the data connector and custom signal mapping,Budget is committed but the timing sits behind a leadership review. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Budget is committed but the timing sits behind a leadership review""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Held,"[""CNT-2121""]","[""USR-3011""]"
MTG-6144,ACC-1027,DL-4166,USR-3011,Veritas Data / Intellia Discovery,Discovery,2026-07-14 11:00:00,2026-07-14 11:45:00,45,Google Meet,Completed,Quarterly business review and adoption update,Champion is willing to socialize the business case internally. Circulate pilot success criteria for sign-off.,"[""Procurement requires an executive sponsor before paperwork moves"", ""The data team wants incremental sync rather than full refresh"", ""Security review is the critical path item""]","[""Confirm the security questionnaire owner"", ""Share the ROI model with finance""]",Advanced,"[""CNT-2120"", ""CNT-2121"", ""CNT-2119""]","[""USR-3011""]"
MTG-6145,ACC-1027,DL-4166,USR-3011,Veritas Data / Intellia QBR,QBR,2026-04-25 12:30:00,2026-04-25 13:15:00,45,Google Meet,Completed,Confirm the security review timeline and owners,Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2120"", ""CNT-2119""]","[""USR-3011""]"
MTG-6146,ACC-1027,DL-4106,USR-3011,Veritas Data / Intellia Negotiation,Negotiation,2026-06-26 08:30:00,2026-06-26 09:30:00,60,Google Meet,Completed,Align business outcome goals with the executive sponsor,Competitive evaluation is down to two vendors. Get procurement paperwork started.,"[""Security review is the critical path item"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",No decision,"[""CNT-2119"", ""CNT-2120""]","[""USR-3011""]"
MTG-6147,ACC-1027,DL-4046,USR-3011,Veritas Data / Intellia QBR,QBR,2026-07-22 14:00:00,2026-07-22 14:45:00,45,Customer site,Completed,Technical deep dive on forecast accuracy,Budget is committed but the timing sits behind a leadership review. Get procurement paperwork started.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally"", ""The data team wants incremental sync rather than full refresh""]","[""Confirm the security questionnaire owner"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2121"", ""CNT-2119""]","[""USR-3011""]"
MTG-6148,ACC-1028,DL-4167,USR-3012,Vanguard Payments / Intellia Negotiation,Negotiation,2026-06-29 11:00:00,2026-06-29 11:45:00,45,Google Meet,Completed,Align business outcome goals with the executive sponsor,Security review is the critical path item. Send the mutual action plan by end of week.,"[""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Send the mutual action plan by end of week"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2123"", ""CNT-2124"", ""CNT-2122""]","[""USR-3012""]"
MTG-6149,ACC-1028,DL-4107,USR-3012,Vanguard Payments / Intellia Internal Sync,Internal Sync,2026-04-16 09:30:00,2026-04-16 10:15:00,45,Zoom,Completed,"Walk through pricing, packaging and the ramp plan",Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2124"", ""CNT-2123""]","[""USR-3012""]"
MTG-6150,ACC-1028,DL-4107,USR-3012,Vanguard Payments / Intellia Renewal Review,Renewal Review,2026-04-25 13:00:00,2026-04-25 14:00:00,60,Customer site,Completed,"Walk through pricing, packaging and the ramp plan",Budget is committed but the timing sits behind a leadership review. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review"", ""Security review is the critical path item""]","[""Get procurement paperwork started"", ""Share the ROI model with finance""]",No decision,"[""CNT-2122"", ""CNT-2123"", ""CNT-2124""]","[""USR-3012""]"
MTG-6151,ACC-1028,DL-4047,USR-3012,Vanguard Payments / Intellia Technical Validation,Technical Validation,2026-08-19 12:00:00,2026-08-19 12:30:00,30,Google Meet,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2122""]","[""USR-3012""]"
MTG-6152,ACC-1028,DL-4167,USR-3012,Vanguard Payments / Intellia Demo,Demo,2026-05-01 09:00:00,2026-05-01 10:00:00,60,Google Meet,Completed,Quarterly business review and adoption update,Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Budget is committed but the timing sits behind a leadership review"", ""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors""]","[""Circulate pilot success criteria for sign-off"", ""Share the ROI model with finance""]",Held,"[""CNT-2122"", ""CNT-2123""]","[""USR-3012""]"
MTG-6153,ACC-1028,DL-4167,USR-3012,Vanguard Payments / Intellia Executive Briefing,Executive Briefing,2026-07-23 13:00:00,2026-07-23 14:00:00,60,Zoom,Completed,Confirm the security review timeline and owners,Security review is the critical path item. Share the ROI model with finance.,"[""Competitive evaluation is down to two vendors"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Security review is the critical path item""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2123""]","[""USR-3012""]"
MTG-6154,ACC-1028,DL-4047,USR-3012,Vanguard Payments / Intellia Technical Validation,Technical Validation,2026-09-27 09:00:00,2026-09-27 09:30:00,30,Zoom,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2123"", ""CNT-2122"", ""CNT-2124""]","[""USR-3012""]"
MTG-6155,ACC-1029,DL-4168,USR-3001,Solstice Energy / Intellia Internal Sync,Internal Sync,2026-05-16 12:00:00,2026-05-16 12:45:00,45,Zoom,Completed,Technical deep dive on forecast accuracy,Budget is committed but the timing sits behind a leadership review. Schedule the executive alignment call.,"[""Competitive evaluation is down to two vendors"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2126"", ""CNT-2127""]","[""USR-3001""]"
MTG-6156,ACC-1029,DL-4168,USR-3007,Solstice Energy / Intellia Discovery,Discovery,2026-05-10 13:30:00,2026-05-10 14:30:00,60,Zoom,Completed,Technical deep dive on forecast accuracy,Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Budget is committed but the timing sits behind a leadership review"", ""Security review is the critical path item"", ""Competitive evaluation is down to two vendors""]","[""Schedule the executive alignment call"", ""Confirm the security questionnaire owner""]",Held,"[""CNT-2126""]","[""USR-3007""]"
MTG-6157,ACC-1029,DL-4048,USR-3013,Solstice Energy / Intellia Demo,Demo,2026-06-24 10:30:00,2026-06-24 11:00:00,30,Customer site,Completed,Review the pilot results and agree next steps,Budget is committed but the timing sits behind a leadership review. Send the mutual action plan by end of week.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2127"", ""CNT-2125"", ""CNT-2126""]","[""USR-3013""]"
MTG-6158,ACC-1029,DL-4168,USR-3013,Solstice Energy / Intellia Discovery,Discovery,2026-06-06 11:00:00,2026-06-06 11:45:00,45,Customer site,Completed,Technical deep dive on forecast accuracy,Competitive evaluation is down to two vendors. Send the mutual action plan by end of week.,"[""The data team wants incremental sync rather than full refresh"", ""Procurement requires an executive sponsor before paperwork moves"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2125"", ""CNT-2127"", ""CNT-2126""]","[""USR-3013""]"
MTG-6159,ACC-1029,DL-4168,USR-3013,Solstice Energy / Intellia Demo,Demo,2026-08-09 11:30:00,2026-08-09 12:15:00,45,Google Meet,Completed,"Walk through pricing, packaging and the ramp plan",The data team wants incremental sync rather than full refresh. Share the ROI model with finance.,"[""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally"", ""Security review is the critical path item""]","[""Schedule the executive alignment call"", ""Get procurement paperwork started""]",Held,"[""CNT-2125""]","[""USR-3013""]"
MTG-6160,ACC-1029,DL-4108,USR-3013,Solstice Energy / Intellia Negotiation,Negotiation,2026-09-08 15:30:00,2026-09-08 16:30:00,60,Microsoft Teams,Scheduled,Confirm the security review timeline and owners,,[],[],,"[""CNT-2126""]","[""USR-3013""]"
MTG-6161,ACC-1029,DL-4168,USR-3013,Solstice Energy / Intellia Demo,Demo,2026-04-24 10:00:00,2026-04-24 10:45:00,45,Zoom,Completed,Review the pilot results and agree next steps,Champion is willing to socialize the business case internally. Confirm the security questionnaire owner.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review"", ""Champion is willing to socialize the business case internally""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Held,"[""CNT-2126"", ""CNT-2127""]","[""USR-3013""]"
MTG-6162,ACC-1030,DL-4049,USR-3001,Infini Telecom / Intellia QBR,QBR,2026-07-04 10:30:00,2026-07-04 11:00:00,30,Google Meet,Completed,Quarterly business review and adoption update,Security review is the critical path item. Circulate pilot success criteria for sign-off.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Forecast accuracy is the metric leadership actually cares about"", ""The data team wants incremental sync rather than full refresh""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2129""]","[""USR-3001""]"
MTG-6163,ACC-1030,DL-4169,USR-3005,Infini Telecom / Intellia QBR,QBR,2026-07-18 11:30:00,2026-07-18 12:15:00,45,Google Meet,Completed,Align business outcome goals with the executive sponsor,Budget is committed but the timing sits behind a leadership review. Circulate pilot success criteria for sign-off.,"[""Budget is committed but the timing sits behind a leadership review"", ""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally""]","[""Get procurement paperwork started"", ""Share the ROI model with finance""]",No decision,"[""CNT-2129"", ""CNT-2130""]","[""USR-3005""]"
MTG-6164,ACC-1030,DL-4109,USR-3005,Infini Telecom / Intellia Demo,Demo,2026-08-18 16:00:00,2026-08-18 17:00:00,60,Customer site,Scheduled,Confirm the security review timeline and owners,,[],[],,"[""CNT-2130"", ""CNT-2129"", ""CNT-2128""]","[""USR-3005""]"
MTG-6165,ACC-1030,DL-4049,USR-3012,Infini Telecom / Intellia Internal Sync,Internal Sync,2026-04-26 15:30:00,2026-04-26 16:00:00,30,Zoom,Completed,Quarterly business review and adoption update,The data team wants incremental sync rather than full refresh. Share the ROI model with finance.,"[""Competitive evaluation is down to two vendors"", ""Champion is willing to socialize the business case internally"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2130"", ""CNT-2129""]","[""USR-3012""]"
MTG-6166,ACC-1031,DL-4170,USR-3002,Pulse Diagnostics / Intellia Discovery,Discovery,2026-05-22 17:00:00,2026-05-22 17:30:00,30,Microsoft Teams,Completed,"Walk through pricing, packaging and the ramp plan",Champion is willing to socialize the business case internally. Confirm the security questionnaire owner.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Held,"[""CNT-2132"", ""CNT-2133""]","[""USR-3002""]"
MTG-6167,ACC-1031,DL-4170,USR-3002,Pulse Diagnostics / Intellia QBR,QBR,2026-05-08 15:00:00,2026-05-08 16:00:00,60,Microsoft Teams,Completed,Confirm the security review timeline and owners,The data team wants incremental sync rather than full refresh. Circulate pilot success criteria for sign-off.,"[""Security review is the critical path item"", ""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Held,"[""CNT-2132"", ""CNT-2133"", ""CNT-2134""]","[""USR-3002""]"
MTG-6168,ACC-1031,DL-4170,USR-3002,Pulse Diagnostics / Intellia QBR,QBR,2026-08-18 17:30:00,2026-08-18 18:00:00,30,Customer site,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2133"", ""CNT-2134""]","[""USR-3002""]"
MTG-6169,ACC-1031,DL-4110,USR-3002,Pulse Diagnostics / Intellia Demo,Demo,2026-05-15 13:00:00,2026-05-15 13:45:00,45,Zoom,Completed,Validate the data connector and custom signal mapping,The data team wants incremental sync rather than full refresh. Share the ROI model with finance.,"[""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally""]","[""Schedule the executive alignment call"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2133"", ""CNT-2132"", ""CNT-2134""]","[""USR-3002""]"
MTG-6170,ACC-1031,DL-4110,USR-3002,Pulse Diagnostics / Intellia Demo,Demo,2026-08-06 09:00:00,2026-08-06 10:00:00,60,Customer site,Completed,Quarterly business review and adoption update,Procurement requires an executive sponsor before paperwork moves. Send the mutual action plan by end of week.,"[""Budget is committed but the timing sits behind a leadership review"", ""Competitive evaluation is down to two vendors"", ""Security review is the critical path item""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2133"", ""CNT-2132""]","[""USR-3002""]"
MTG-6171,ACC-1032,DL-4111,USR-3005,Titan Industrial / Intellia Renewal Review,Renewal Review,2026-05-02 15:00:00,2026-05-02 16:00:00,60,Zoom,Completed,Review the pilot results and agree next steps,Security review is the critical path item. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Budget is committed but the timing sits behind a leadership review""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",No decision,"[""CNT-2139"", ""CNT-2136""]","[""USR-3005""]"
MTG-6172,ACC-1032,DL-4051,USR-3005,Titan Industrial / Intellia Executive Briefing,Executive Briefing,2026-05-18 17:00:00,2026-05-18 17:45:00,45,Zoom,Completed,Confirm the security review timeline and owners,Adoption is concentrated in two teams; the rest of the org has not onboarded. Circulate pilot success criteria for sign-off.,"[""Budget is committed but the timing sits behind a leadership review"", ""Security review is the critical path item"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Share the ROI model with finance"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2135"", ""CNT-2139"", ""CNT-2136""]","[""USR-3005""]"
MTG-6173,ACC-1032,DL-4171,USR-3005,Titan Industrial / Intellia Discovery,Discovery,2026-09-04 12:00:00,2026-09-04 12:30:00,30,Google Meet,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2135"", ""CNT-2136""]","[""USR-3005""]"
MTG-6174,ACC-1032,DL-4111,USR-3005,Titan Industrial / Intellia Renewal Review,Renewal Review,2026-06-11 17:00:00,2026-06-11 17:45:00,45,Google Meet,Completed,Align business outcome goals with the executive sponsor,Champion is willing to socialize the business case internally. Schedule the executive alignment call.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Advanced,"[""CNT-2136""]","[""USR-3005""]"
MTG-6175,ACC-1032,DL-4111,USR-3005,Titan Industrial / Intellia Negotiation,Negotiation,2026-09-05 10:30:00,2026-09-05 11:00:00,30,Zoom,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2137""]","[""USR-3005""]"
MTG-6176,ACC-1033,DL-4172,USR-3006,Prism Analytics / Intellia Negotiation,Negotiation,2026-05-21 11:30:00,2026-05-21 12:15:00,45,Google Meet,Completed,Quarterly business review and adoption update,Adoption is concentrated in two teams; the rest of the org has not onboarded. Confirm the security questionnaire owner.,"[""Forecast accuracy is the metric leadership actually cares about"", ""The data team wants incremental sync rather than full refresh"", ""Competitive evaluation is down to two vendors""]","[""Confirm the security questionnaire owner"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2144""]","[""USR-3006""]"
MTG-6177,ACC-1033,DL-4112,USR-3006,Prism Analytics / Intellia Negotiation,Negotiation,2026-09-15 14:00:00,2026-09-15 14:30:00,30,Customer site,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2143"", ""CNT-2145"", ""CNT-2142""]","[""USR-3006""]"
MTG-6178,ACC-1033,DL-4052,USR-3006,Prism Analytics / Intellia Technical Validation,Technical Validation,2026-05-10 08:30:00,2026-05-10 09:30:00,60,Customer site,Completed,"Renewal scope, timing and expansion options",Champion is willing to socialize the business case internally. Confirm the security questionnaire owner.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves"", ""Security review is the critical path item""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",No decision,"[""CNT-2141"", ""CNT-2140""]","[""USR-3006""]"
